4677: T2_2H_BOW                                                        : Novice's Bow
5876: T6_MAIN_RAPIER_MORGANA                                           : Master's Bloodletter
5877: T6_MAIN_RAPIER_MORGANA@1                                         : Master's Bloodletter
5878: T6_MAIN_RAPIER_MORGANA@2                                         : Master's Bloodletter
5879: T6_MAIN_RAPIER_MORGANA@3                                         : Master's Bloodletter
5880: T7_MAIN_RAPIER_MORGANA                                           : Grandmaster's Bloodletter
5881: T7_MAIN_RAPIER_MORGANA@1                                         : Grandmaster's Bloodletter
5882: T7_MAIN_RAPIER_MORGANA@2                                         : Grandmaster's Bloodletter
5883: T7_MAIN_RAPIER_MORGANA@3                                         : Grandmaster's Bloodletter
5884: T8_MAIN_RAPIER_MORGANA                                           : Elder's Bloodletter
5885: T8_MAIN_RAPIER_MORGANA@1                                         : Elder's Bloodletter
5886: T8_MAIN_RAPIER_MORGANA@2                                         : Elder's Bloodletter
5887: T8_MAIN_RAPIER_MORGANA@3                                         : Elder's Bloodletter
5888: T4_MAIN_DAGGER_HELL                                              : Adept's Demonfang
5889: T4_MAIN_DAGGER_HELL@1                                            : Adept's Demonfang
5890: T4_MAIN_DAGGER_HELL@2                                            : Adept's Demonfang
5891: T4_MAIN_DAGGER_HELL@3                                            : Adept's Demonfang
5892: T5_MAIN_DAGGER_HELL                                              : Expert's Demonfang
5893: T5_MAIN_DAGGER_HELL@1                                            : Expert's Demonfang
5894: T5_MAIN_DAGGER_HELL@2                                            : Expert's Demonfang
5895: T5_MAIN_DAGGER_HELL@3                                            : Expert's Demonfang
5896: T6_MAIN_DAGGER_HELL                                              : Master's Demonfang
5897: T6_MAIN_DAGGER_HELL@1                                            : Master's Demonfang
5898: T6_MAIN_DAGGER_HELL@2                                            : Master's Demonfang
5899: T6_MAIN_DAGGER_HELL@3                                            : Master's Demonfang
5900: T7_MAIN_DAGGER_HELL                                              : Grandmaster's Demonfang
5901: T7_MAIN_DAGGER_HELL@1                                            : Grandmaster's Demonfang
5902: T7_MAIN_DAGGER_HELL@2                                            : Grandmaster's Demonfang
5903: T7_MAIN_DAGGER_HELL@3                                            : Grandmaster's Demonfang
5904: T8_MAIN_DAGGER_HELL                                              : Elder's Demonfang
5905: T8_MAIN_DAGGER_HELL@1                                            : Elder's Demonfang
5906: T8_MAIN_DAGGER_HELL@2                                            : Elder's Demonfang
5907: T8_MAIN_DAGGER_HELL@3                                            : Elder's Demonfang
5908: T4_2H_IRONGAUNTLETS_HELL                                         : Adept's Black Hands
5909: T4_2H_IRONGAUNTLETS_HELL@1                                       : Adept's Black Hands
5910: T4_2H_IRONGAUNTLETS_HELL@2                                       : Adept's Black Hands
5911: T4_2H_IRONGAUNTLETS_HELL@3                                       : Adept's Black Hands
5912: T5_2H_IRONGAUNTLETS_HELL                                         : Expert's Black Hands
5913: T5_2H_IRONGAUNTLETS_HELL@1                                       : Expert's Black Hands
5914: T5_2H_IRONGAUNTLETS_HELL@2                                       : Expert's Black Hands
5915: T5_2H_IRONGAUNTLETS_HELL@3                                       : Expert's Black Hands
5916: T6_2H_IRONGAUNTLETS_HELL                                         : Master's Black Hands
5917: T6_2H_IRONGAUNTLETS_HELL@1                                       : Master's Black Hands
5918: T6_2H_IRONGAUNTLETS_HELL@2                                       : Master's Black Hands
5919: T6_2H_IRONGAUNTLETS_HELL@3                                       : Master's Black Hands
5920: T7_2H_IRONGAUNTLETS_HELL                                         : Grandmaster's Black Hands
5921: T7_2H_IRONGAUNTLETS_HELL@1                                       : Grandmaster's Black Hands
5922: T7_2H_IRONGAUNTLETS_HELL@2                                       : Grandmaster's Black Hands
5923: T7_2H_IRONGAUNTLETS_HELL@3                                       : Grandmaster's Black Hands
5924: T8_2H_IRONGAUNTLETS_HELL                                         : Elder's Black Hands
5925: T8_2H_IRONGAUNTLETS_HELL@1                                       : Elder's Black Hands
5926: T8_2H_IRONGAUNTLETS_HELL@2                                       : Elder's Black Hands
5927: T8_2H_IRONGAUNTLETS_HELL@3                                       : Elder's Black Hands
5928: T4_2H_DUALSICKLE_UNDEAD                                          : Adept's Deathgivers
5929: T4_2H_DUALSICKLE_UNDEAD@1                                        : Adept's Deathgivers
5930: T4_2H_DUALSICKLE_UNDEAD@2                                        : Adept's Deathgivers
5931: T4_2H_DUALSICKLE_UNDEAD@3                                        : Adept's Deathgivers
5932: T5_2H_DUALSICKLE_UNDEAD                                          : Expert's Deathgivers
5933: T5_2H_DUALSICKLE_UNDEAD@1                                        : Expert's Deathgivers
5934: T5_2H_DUALSICKLE_UNDEAD@2                                        : Expert's Deathgivers
5935: T5_2H_DUALSICKLE_UNDEAD@3                                        : Expert's Deathgivers
5936: T6_2H_DUALSICKLE_UNDEAD                                          : Master's Deathgivers
5937: T6_2H_DUALSICKLE_UNDEAD@1                                        : Master's Deathgivers
5938: T6_2H_DUALSICKLE_UNDEAD@2                                        : Master's Deathgivers
5939: T6_2H_DUALSICKLE_UNDEAD@3                                        : Master's Deathgivers
5940: T7_2H_DUALSICKLE_UNDEAD                                          : Grandmaster's Deathgivers
5941: T7_2H_DUALSICKLE_UNDEAD@1                                        : Grandmaster's Deathgivers
5942: T7_2H_DUALSICKLE_UNDEAD@2                                        : Grandmaster's Deathgivers
5943: T7_2H_DUALSICKLE_UNDEAD@3                                        : Grandmaster's Deathgivers
5944: T8_2H_DUALSICKLE_UNDEAD                                          : Elder's Deathgivers
5945: T8_2H_DUALSICKLE_UNDEAD@1                                        : Elder's Deathgivers
5946: T8_2H_DUALSICKLE_UNDEAD@2                                        : Elder's Deathgivers
5947: T8_2H_DUALSICKLE_UNDEAD@3                                        : Elder's Deathgivers
5948: T4_2H_DAGGER_KATAR_AVALON                                        : Adept's Bridled Fury
5949: T4_2H_DAGGER_KATAR_AVALON@1                                      : Adept's Bridled Fury
5950: T4_2H_DAGGER_KATAR_AVALON@2                                      : Adept's Bridled Fury
5951: T4_2H_DAGGER_KATAR_AVALON@3                                      : Adept's Bridled Fury
5952: T5_2H_DAGGER_KATAR_AVALON                                        : Expert's Bridled Fury
5953: T5_2H_DAGGER_KATAR_AVALON@1                                      : Expert's Bridled Fury
5954: T5_2H_DAGGER_KATAR_AVALON@2                                      : Expert's Bridled Fury
5955: T5_2H_DAGGER_KATAR_AVALON@3                                      : Expert's Bridled Fury
5956: T6_2H_DAGGER_KATAR_AVALON                                        : Master's Bridled Fury
5957: T6_2H_DAGGER_KATAR_AVALON@1                                      : Master's Bridled Fury
5958: T6_2H_DAGGER_KATAR_AVALON@2                                      : Master's Bridled Fury
5959: T6_2H_DAGGER_KATAR_AVALON@3                                      : Master's Bridled Fury
5960: T7_2H_DAGGER_KATAR_AVALON                                        : Grandmaster's Bridled Fury
5961: T7_2H_DAGGER_KATAR_AVALON@1                                      : Grandmaster's Bridled Fury
5962: T7_2H_DAGGER_KATAR_AVALON@2                                      : Grandmaster's Bridled Fury
5963: T7_2H_DAGGER_KATAR_AVALON@3                                      : Grandmaster's Bridled Fury
5964: T8_2H_DAGGER_KATAR_AVALON                                        : Elder's Bridled Fury
5965: T8_2H_DAGGER_KATAR_AVALON@1                                      : Elder's Bridled Fury
5966: T8_2H_DAGGER_KATAR_AVALON@2                                      : Elder's Bridled Fury
5967: T8_2H_DAGGER_KATAR_AVALON@3                                      : Elder's Bridled Fury
5968: T3_MAIN_SPEAR                                                    : Journeyman's Spear
5969: T4_MAIN_SPEAR                                                    : Adept's Spear
5970: T4_MAIN_SPEAR@1                                                  : Adept's Spear
5971: T4_MAIN_SPEAR@2                                                  : Adept's Spear
5972: T4_MAIN_SPEAR@3                                                  : Adept's Spear
5973: T5_MAIN_SPEAR                                                    : Expert's Spear
5974: T5_MAIN_SPEAR@1                                                  : Expert's Spear
5975: T5_MAIN_SPEAR@2                                                  : Expert's Spear
5976: T5_MAIN_SPEAR@3                                                  : Expert's Spear
5977: T6_MAIN_SPEAR                                                    : Master's Spear
5978: T6_MAIN_SPEAR@1                                                  : Master's Spear
5979: T6_MAIN_SPEAR@2                                                  : Master's Spear
5980: T6_MAIN_SPEAR@3                                                  : Master's Spear
5981: T7_MAIN_SPEAR                                                    : Grandmaster's Spear
5982: T7_MAIN_SPEAR@1                                                  : Grandmaster's Spear
5983: T7_MAIN_SPEAR@2                                                  : Grandmaster's Spear
5984: T7_MAIN_SPEAR@3                                                  : Grandmaster's Spear
5985: T8_MAIN_SPEAR                                                    : Elder's Spear
